id,date,questions,answers
1820,2015-09-24,5195,10060
1821,2015-09-25,4916,9719
1822,2015-09-26,3940,8120
1823,2015-09-27,3930,8059
1824,2015-09-28,5019,9638
1825,2015-09-29,5283,10175
1826,2015-09-30,5227,10082
1827,2015-10-01,5194,9992
1828,2015-10-02,4930,9595
1829,2015-10-03,3954,8173
1830,2015-10-04,3932,8079
1831,2015-10-05,5081,9733
1832,2015-10-06,5312,10069
1833,2015-10-07,5471,10287
1834,2015-10-08,5530,10409
1835,2015-10-09,5139,10025
1836,2015-10-10,4005,8221
1837,2015-10-11,4006,8150
1838,2015-10-12,5142,9841
1839,2015-10-13,5372,10251
1840,2015-10-14,5483,10385
1841,2015-10-15,5421,10279
1842,2015-10-16,5131,9971
1843,2015-10-17,4039,8277
1844,2015-10-18,4055,8245
1845,2015-10-19,5270,9956
1846,2015-10-20,5488,10286
1847,2015-10-21,5348,10267
1848,2015-10-22,5298,10101
1849,2015-10-23,5113,9938
1850,2015-10-24,4067,8279
1851,2015-10-25,4077,8331
1852,2015-10-26,5293,9968
1853,2015-10-27,5444,10379
1854,2015-10-28,5469,10386
1855,2015-10-29,5451,10389
1856,2015-10-30,5054,9839
1857,2015-10-31,3997,8244
1858,2015-11-01,4017,8131
1859,2015-11-02,5178,9866
1860,2015-11-03,5392,10233
1861,2015-11-04,5432,10368
1862,2015-11-05,5451,10321
1863,2015-11-06,5151,9946
1864,2015-11-07,4096,8371
1865,2015-11-08,4091,8212
1866,2015-11-09,5147,9762
1867,2015-11-10,5348,10126
1868,2015-11-11,5170,9928
1869,2015-11-12,5332,10155
1870,2015-11-13,5111,9926
1871,2015-11-14,4060,8309
1872,2015-11-15,4132,8348
1873,2015-11-16,5201,9904
1874,2015-11-17,5473,10313
1875,2015-11-18,5561,10546
1876,2015-11-19,5608,10590
1877,2015-11-20,5292,10199
1878,2015-11-21,4137,8436
1879,2015-11-22,4145,8372
1880,2015-11-23,5305,10122
1881,2015-11-24,5490,10552
1882,2015-11-25,5387,10318
1883,2015-11-26,5123,9974
1884,2015-11-27,4805,9502
1885,2015-11-28,4111,8364
1886,2015-11-29,4153,8407
1887,2015-11-30,5238,9966
1888,2015-12-01,5433,10344
1889,2015-12-02,5519,10435
1890,2015-12-03,5541,10520
1891,2015-12-04,5246,10129
1892,2015-12-05,4138,8476
1893,2015-12-06,4209,8440
1894,2015-12-07,5338,10113
1895,2015-12-08,5512,10440
1896,2015-12-09,5509,10498
1897,2015-12-10,5454,10470
1898,2015-12-11,5208,10157
1899,2015-12-12,4175,8521
1900,2015-12-13,4157,8395
1901,2015-12-14,5313,10183
1902,2015-12-15,5521,10581
1903,2015-12-16,5446,10555
1904,2015-12-17,5371,10409
1905,2015-12-18,5013,9990
1906,2015-12-19,4014,8393
1907,2015-12-20,4000,8319
1908,2015-12-21,5079,9886
1909,2015-12-22,5150,10072
1910,2015-12-23,4974,9962
1911,2015-12-24,4318,8886
1912,2015-12-25,3749,7977
1913,2015-12-26,3810,8005
1914,2015-12-27,3905,8214
1915,2015-12-28,4713,9413
1916,2015-12-29,4964,9836
1917,2015-12-30,4867,9815
1918,2015-12-31,4281,8980
1919,2016-01-01,3770,8068
1920,2016-01-02,4001,8380
1921,2016-01-03,4077,8486
1922,2016-01-04,5039,9940
1923,2016-01-05,5307,10381
1924,2016-01-06,5398,10404
1925,2016-01-07,5446,10504
1926,2016-01-08,5236,10233
1927,2016-01-09,4222,8694
1928,2016-01-10,4202,8595
1929,2016-01-11,5365,10269
1930,2016-01-12,5520,10666
1931,2016-01-13,5589,10728
1932,2016-01-14,5530,10607
1933,2016-01-15,5167,10171
1934,2016-01-16,4175,8573
1935,2016-01-17,4247,8603
1936,2016-01-18,5358,10235
1937,2016-01-19,5519,10670
1938,2016-01-20,5699,10762
1939,2016-01-21,5592,10860
1940,2016-01-22,5369,10400
1941,2016-01-23,4301,8777
1942,2016-01-24,4298,8810
1943,2016-01-25,5444,10440
1944,2016-01-26,5433,10473
1945,2016-01-27,5713,10932
1946,2016-01-28,5670,10908
1947,2016-01-29,5388,10534
1948,2016-01-30,4260,8830
1949,2016-01-31,4283,8804
1950,2016-02-01,5434,10398
1951,2016-02-02,5650,10795
1952,2016-02-03,5744,10879
1953,2016-02-04,5666,10886
1954,2016-02-05,5371,10508
1955,2016-02-06,4296,8800
1956,2016-02-07,4331,8839
1957,2016-02-08,5312,10322
1958,2016-02-09,5584,10677
1959,2016-02-10,5713,10858
1960,2016-02-11,5786,10919
1961,2016-02-12,5398,10546
1962,2016-02-13,4308,8851
1963,2016-02-14,4247,8681
1964,2016-02-15,5486,10434
1965,2016-02-16,5745,10924
1966,2016-02-17,5827,11069
1967,2016-02-18,5834,11050
1968,2016-02-19,5499,10673
1969,2016-02-20,4421,8980
1970,2016-02-21,4426,8957
1971,2016-02-22,5610,10576
1972,2016-02-23,5789,10995
1973,2016-02-24,5867,11122
1974,2016-02-25,5920,11117
1975,2016-02-26,5569,10845
1976,2016-02-27,4423,8993
1977,2016-02-28,4376,8951
1978,2016-02-29,5540,10583
1979,2016-03-01,5725,10917
1980,2016-03-02,5877,11004
1981,2016-03-03,5953,11055
1982,2016-03-04,5561,10870
1983,2016-03-05,4445,9009
1984,2016-03-06,4368,8882
1985,2016-03-07,5576,10647
1986,2016-03-08,5863,10900
1987,2016-03-09,5832,11074
1988,2016-03-10,5837,11062
1989,2016-03-11,5535,10659
1990,2016-03-12,4367,8961
1991,2016-03-13,4392,8914
1992,2016-03-14,5645,10719
1993,2016-03-15,5803,11012
1994,2016-03-16,5873,11119
1995,2016-03-17,5803,11084
1996,2016-03-18,5445,10806
1997,2016-03-19,4311,8918
1998,2016-03-20,4355,8855
1999,2016-03-21,5609,10698
2000,2016-03-22,5722,10865
2001,2016-03-23,5716,10921
2002,2016-03-24,5407,10471
2003,2016-03-25,5006,9940
2004,2016-03-26,4324,8913
2005,2016-03-27,4286,8809
2006,2016-03-28,5194,10113
2007,2016-03-29,5790,11058
2008,2016-03-30,5822,11203
2009,2016-03-31,5782,11058
2010,2016-04-01,5628,10651
2011,2016-04-02,4472,8923
2012,2016-04-03,4526,8994
2013,2016-04-04,5708,10642
2014,2016-04-05,5989,11063
2015,2016-04-06,6065,11278
2016,2016-04-07,6079,11188
2017,2016-04-08,5686,10738
2018,2016-04-09,4561,9059
2019,2016-04-10,4521,8954
2020,2016-04-11,5875,10887
2021,2016-04-12,6048,11259
2022,2016-04-13,6119,11348
2023,2016-04-14,6002,11177
2024,2016-04-15,5768,10851
2025,2016-04-16,4534,8990
2026,2016-04-17,4517,8933
2027,2016-04-18,5878,10805
2028,2016-04-19,6133,11320
2029,2016-04-20,6166,11460
2030,2016-04-21,6078,11398
2031,2016-04-22,5716,10928
2032,2016-04-23,4548,9097
2033,2016-04-24,4521,9007
2034,2016-04-25,5841,10864
2035,2016-04-26,6080,11288
2036,2016-04-27,6051,11401
2037,2016-04-28,6019,11225
2038,2016-04-29,5649,10811
2039,2016-04-30,4492,9044
2040,2016-05-01,4431,8951
2041,2016-05-02,5473,10452
2042,2016-05-03,5857,10925
2043,2016-05-04,5964,11141
2044,2016-05-05,5675,10814
2045,2016-05-06,5517,10670
2046,2016-05-07,4428,8956
2047,2016-05-08,4372,8830
2048,2016-05-09,5618,10595
2049,2016-05-10,5923,11148
2050,2016-05-11,5966,11314
2051,2016-05-12,6008,11250
2052,2016-05-13,5665,10828
2053,2016-05-14,4457,9071
2054,2016-05-15,4458,8981
2055,2016-05-16,5486,10445
2056,2016-05-17,5870,11020
2057,2016-05-18,5961,11162
2058,2016-05-19,6000,11252
2059,2016-05-20,5640,10793
2060,2016-05-21,4432,8971
2061,2016-05-22,4482,8949
2062,2016-05-23,5724,10695
2063,2016-05-24,5941,11096
2064,2016-05-25,5989,11131
2065,2016-05-26,5907,11124
2066,2016-05-27,5550,10776
2067,2016-05-28,4337,8904
2068,2016-05-29,4422,8919
2069,2016-05-30,5407,10257
2070,2016-05-31,5782,10952
2071,2016-06-01,5876,11070
2072,2016-06-02,5949,11108
2073,2016-06-03,5605,10777
2074,2016-06-04,4348,8953
2075,2016-06-05,4357,8885
2076,2016-06-06,5648,10554
2077,2016-06-07,5910,10959
2078,2016-06-08,5988,11138
2079,2016-06-09,5962,11081
2080,2016-06-10,5579,10710
2081,2016-06-11,4358,8927
2082,2016-06-12,4359,8842
2083,2016-06-13,5668,10573
2084,2016-06-14,5948,11123
2085,2016-06-15,6028,11217
2086,2016-06-16,5925,11246
2087,2016-06-17,5618,10693
2088,2016-06-18,4365,8947
2089,2016-06-19,4367,8821
2090,2016-06-20,5626,10592
2091,2016-06-21,5981,11061
2092,2016-06-22,6015,11267
2093,2016-06-23,5964,11262
2094,2016-06-24,5489,10644
2095,2016-06-25,4328,8860
2096,2016-06-26,4325,8865
2097,2016-06-27,5680,10651
2098,2016-06-28,5957,11183
2099,2016-06-29,6049,11305
2100,2016-06-30,5929,11203
2101,2016-07-01,5531,10700
2102,2016-07-02,4325,8915
2103,2016-07-03,4296,8841
2104,2016-07-04,5333,10317
2105,2016-07-05,5711,10850
2106,2016-07-06,5716,10814
2107,2016-07-07,5793,10882
2108,2016-07-08,5494,10673
2109,2016-07-09,4318,8946
2110,2016-07-10,4330,8899
2111,2016-07-11,5685,10643
2112,2016-07-12,5938,11096
2113,2016-07-13,5970,11166
2114,2016-07-14,5890,11086
2115,2016-07-15,5611,10777
2116,2016-07-16,4322,8948
2117,2016-07-17,4405,8911
2118,2016-07-18,5689,10666
2119,2016-07-19,5911,11110
2120,2016-07-20,5931,11037
2121,2016-07-21,6060,11300
2122,2016-07-22,5642,10788
2123,2016-07-23,4394,9035
2124,2016-07-24,4413,9015
2125,2016-07-25,5742,10856
2126,2016-07-26,5933,11149
2127,2016-07-27,5950,11307
2128,2016-07-28,6012,11372
2129,2016-07-29,5573,10871
2130,2016-07-30,4389,9020
2131,2016-07-31,4340,8860
2132,2016-08-01,5675,10698
2133,2016-08-02,5903,11155
2134,2016-08-03,6001,11309
2135,2016-08-04,5934,11201
2136,2016-08-05,5576,10743
2137,2016-08-06,4365,9009
2138,2016-08-07,4401,8865
2139,2016-08-08,5714,10721
2140,2016-08-09,5889,11119
2141,2016-08-10,5971,11349
2142,2016-08-11,5909,11252
2143,2016-08-12,5570,10846
2144,2016-08-13,4376,8993
2145,2016-08-14,4349,8874
2146,2016-08-15,5293,10195
2147,2016-08-16,5792,11118
2148,2016-08-17,5851,11084
2149,2016-08-18,5816,11009
2150,2016-08-19,5569,10840
2151,2016-08-20,4417,9104
2152,2016-08-21,4391,9012
2153,2016-08-22,5720,10907
2154,2016-08-23,5880,11140
2155,2016-08-24,5917,11251
2156,2016-08-25,5862,11106
2157,2016-08-26,5541,10813
2158,2016-08-27,4430,9137
2159,2016-08-28,4424,8991
2160,2016-08-29,5632,10775
2161,2016-08-30,5814,11175
2162,2016-08-31,5869,11246
2163,2016-09-01,5700,11142
2164,2016-09-02,5723,10780
2165,2016-09-03,4449,9087
2166,2016-09-04,4468,9067
2167,2016-09-05,5326,10168
2168,2016-09-06,5896,10923
2169,2016-09-07,6040,11013
2170,2016-09-08,6001,11028
2171,2016-09-09,5722,10729
2172,2016-09-10,4504,9160
2173,2016-09-11,4454,9080
2174,2016-09-12,5692,10528
2175,2016-09-13,5841,10912
2176,2016-09-14,5960,10973
2177,2016-09-15,5950,10956
2178,2016-09-16,5787,10811
2179,2016-09-17,4624,9344
2180,2016-09-18,4652,9205
2181,2016-09-19,5951,10829
2182,2016-09-20,6134,11166
2183,2016-09-21,6280,11363
2184,2016-09-22,6272,11276
2185,2016-09-23,5930,11035
2186,2016-09-24,4546,9322
2187,2016-09-25,4567,9257
2188,2016-09-26,5998,11110
2189,2016-09-27,6172,11248
2190,2016-09-28,6398,11487
2191,2016-09-29,6253,11348
2192,2016-09-30,5825,10922
2193,2016-10-01,4559,9296
2194,2016-10-02,4488,9161
2195,2016-10-03,5692,10750
2196,2016-10-04,6000,11123
2197,2016-10-05,6149,11221
2198,2016-10-06,6079,11301
2199,2016-10-07,5775,10991
2200,2016-10-08,4623,9390
2201,2016-10-09,4589,9331
2202,2016-10-10,5655,10652
2203,2016-10-11,5814,10952
2204,2016-10-12,6078,11230
2205,2016-10-13,6202,11388
2206,2016-10-14,5881,11143
2207,2016-10-15,4662,9520
2208,2016-10-16,4614,9404
2209,2016-10-17,5936,10975
2210,2016-10-18,6148,11439
2211,2016-10-19,6290,11609
2212,2016-10-20,6244,11520
2213,2016-10-21,5865,11112
2214,2016-10-22,4621,9387
2215,2016-10-23,4585,9291
2216,2016-10-24,5916,10912
2217,2016-10-25,6194,11350
2218,2016-10-26,6210,11397
2219,2016-10-27,6175,11323
2220,2016-10-28,5646,10800
2221,2016-10-29,4515,9203
2222,2016-10-30,4490,9209
2223,2016-10-31,5534,10444
2224,2016-11-01,5649,10636
2225,2016-11-02,6069,11175
2226,2016-11-03,6128,11189
2227,2016-11-04,5798,11079
2228,2016-11-05,4637,9435
2229,2016-11-06,4693,9439
2230,2016-11-07,6020,11066
2231,2016-11-08,6124,11270
2232,2016-11-09,5879,10816
2233,2016-11-10,6092,11187
2234,2016-11-11,5780,10802
2235,2016-11-12,4647,9382
2236,2016-11-13,4646,9425
2237,2016-11-14,5877,10893
2238,2016-11-15,6152,11353
2239,2016-11-16,6232,11580
2240,2016-11-17,6273,11509
2241,2016-11-18,5924,11205
2242,2016-11-19,4706,9547
2243,2016-11-20,4771,9552
2244,2016-11-21,6023,11132
2245,2016-11-22,6176,11426
2246,2016-11-23,6180,11528
2247,2016-11-24,5833,11091
2248,2016-11-25,5575,10680
2249,2016-11-26,4606,9423
2250,2016-11-27,4692,9397
2251,2016-11-28,5944,11110
2252,2016-11-29,6220,11538
2253,2016-11-30,6234,11537
